"fdc_id","nutrient_id","amount"
"167795","1004","0"
"167795","1005","15"
"167795","1008","63"
"167796","1003","0.6"
"167796","1004","0.26"
"167796","1005","12.53"
"167796","1008","53"
"167797","1004","0.02"
"167797","1005","10.9"
"167797","1008","46"
"167797","1003","0.63"
"167798","1004","0.33"
"167798","1005","13.04"
"167798","1008","56"
"167798","1003","0.63"
"167799","1003","0.44"
"167799","1004","0.3"
"167799","1005","12.37"
"167799","1008","52"
"167800","1003","0.12"
"167800","1004","0.17"
"167800","1005","11.49"
"167800","1008","48"
"167801","1003","0.4"
"167801","1004","0.07"
"167801","1005","5.37"
"167801","1008","24"
"167802","1004","0.07"
"167802","1005","5.66"
"167802","1008","17"
"167802","1003","0.47"
"167803","1004","0.05"
"167803","1005","40.4"
"167803","1008","158"
"167803","1003","0.75"
"167804","1003","1.05"
"167804","1004","0.04"
"167804","1005","40.61"
"167804","1008","160"
"167805","1004","0.1"
"167805","1005","10.53"
"167805","1008","44"
"167805","1003","0.5"
"167806","1004","0.47"
"167806","1005","79.65"
"167806","1008","250"
"167806","1003","3.69"
"167807","1004","0.54"
"167807","1005","13.7"
"167807","1008","59"
"167807","1003","0.31"
"167808","1003","1.02"
"167808","1004","0.87"
"167808","1005","7.99"
"167808","1008","41"
"167809","1004","0.97"
"167809","1005","11.51"
"167809","1008","55"
"167809","1003","1.1"
"167810","1003","18.22"
"167810","1004","14.79"
"167810","1005","0"
"167810","1008","211"
"167811","1003","2.92"
"167811","1004","88.69"
"167811","1005","0"
"167811","1008","812"
"167812","1004","53.01"
"167812","1005","0"
"167812","1008","518"
"167812","1003","9.34"
"167813","1008","632"
"167813","1004","65.7"
"167813","1003","9.25"
"167813","1005","0"
"167814","1004","10.63"
"167814","1005","0"
"167814","1008","182"
"167814","1003","20.27"
"167815","1004","10.32"
"167815","1005","0"
"167815","1008","209"
"167815","1003","27.03"
"167816","1003","21.81"
"167816","1008","120"
"167816","1004","2.93"
"167816","1005","0"
"167817","1008","165"
"167817","1004","4.62"
"167817","1003","28.86"
"167817","1005","0"
"167818","1004","12.58"
